period,reporter_code,reporter_iso3,partner_code,partner_iso3,partner2_code,cmd_code,cmd_desc,flow_code,flow_desc,primary_value,net_weight,quantity,quantity_unit,mot_code,customs_code,classification_code,source_file,retrieved_at
2023,702,SGP,0,WLD,0,851712,Telephones for cellular networks or for other wireless networks,2,Export,5921888.2,351443.74,351443.74,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2023,702,SGP,0,WLD,0,851712,Telephones for cellular networks or for other wireless networks,1,Import,105589983.3,3212105.7,3212105.7,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2023,702,SGP,0,WLD,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2,Export,30328092.47,3271004.16,3271004.16,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2023,702,SGP,0,WLD,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,1,Import,29473526.8,3244300.66,3244300.66,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2023,702,SGP,0,WLD,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2,Export,17860225.41,3440730.42,3440730.42,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2023,702,SGP,0,WLD,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),1,Import,1465856.36,321240.83,321240.83,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2023,702,SGP,0,WLD,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2,Export,14868073051.06,286918.55,286918.55,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2023,702,SGP,0,WLD,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",1,Import,71821470091.11,1633375.15,1633375.15,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2023,702,SGP,0,WLD,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",2,Export,910591024.26,3647138.87,3647138.87,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2023,702,SGP,0,WLD,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",1,Import,375238594.62,1437049.18,1437049.18,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2,Export,2621903.44,2167589.33,2167589.33,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",1,Import,229459.74,190326.81,190326.81,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2,Export,2645707.99,664897.99,664897.99,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",1,Import,11832111.84,2896942.26,2896942.26,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2,Export,2203616.07,2323366.37,2323366.37,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",1,Import,1531146.82,1945154.58,1945154.58,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,851712,Telephones for cellular networks or for other wireless networks,2,Export,55880148.72,2408777.57,2408777.57,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,851712,Telephones for cellular networks or for other wireless networks,1,Import,76435624.88,3072134.84,3072134.84,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2,Export,19729445.75,1436314.68,1436314.68,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,1,Import,20820040.88,2346765.63,2346765.63,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2,Export,3833796.55,745992.88,745992.88,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),1,Import,5507477.21,1084463.33,1084463.33,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2,Export,44181469952.62,939354.3,939354.3,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",1,Import,14925135857.17,331260.31,331260.31,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",2,Export,41654777.97,232915.69,232915.69,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2024,702,SGP,0,WLD,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",1,Import,112960092.87,403858.94,403858.94,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2,Export,3384277.48,2775926.37,2775926.37,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",1,Import,4434694.46,3266174.88,3266174.88,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2,Export,14317089.64,3737526.78,3737526.78,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",1,Import,18183922.09,5065016.05,5065016.05,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2,Export,1456651.23,1767915.31,1767915.31,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",1,Import,656739.19,840201.19,840201.19,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,851712,Telephones for cellular networks or for other wireless networks,2,Export,115866625.21,3200955.55,3200955.55,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,851712,Telephones for cellular networks or for other wireless networks,1,Import,95627792.21,5433787.01,5433787.01,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2,Export,41922922.05,3013019.52,3013019.52,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,1,Import,4394939.95,355802.3,355802.3,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2,Export,21638218.87,3660357.56,3660357.56,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),1,Import,8068053.1,1346147.35,1346147.35,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2,Export,62183706996.56,1742679.45,1742679.45,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",1,Import,30017810152.89,647573.39,647573.39,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",2,Export,710734567.48,3037300.19,3037300.19,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2025,702,SGP,0,WLD,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",1,Import,437410930.9,1698177.87,1698177.87,kg,1,C00,HS2022,comtrade_annual_SGP_WORLD_2015_2025.json,2026-08-20T01:01:31.014129+00:00
2015,842,USA,784,ARE,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2,Export,2000203.21,1762777.94,1762777.94,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",1,Import,821414.25,731933.65,731933.65,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2,Export,6809949.42,1687344.25,1687344.25,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",1,Import,1166541.45,303485.71,303485.71,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2,Export,1569197.14,2088102.78,2088102.78,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",1,Import,265428.61,291095.83,291095.83,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,851712,Telephones for cellular networks or for other wireless networks,2,Export,76927835.25,2106126.81,2106126.81,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,851712,Telephones for cellular networks or for other wireless networks,1,Import,65238866.92,1481210.7,1481210.7,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2,Export,3841491.8,375933.24,375933.24,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,1,Import,5140478.34,426720.02,426720.02,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2,Export,13199483.52,2178319.04,2178319.04,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),1,Import,18591226.01,3058746.51,3058746.51,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2,Export,81191144835.52,2290760.6,2290760.6,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",1,Import,145369804225.43,3556007.4,3556007.4,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",2,Export,377058045.67,1896879.77,1896879.77,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2015,842,USA,784,ARE,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",1,Import,109645034.27,471744.28,471744.28,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2,Export,4245568.77,3014470.28,3014470.28,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",1,Import,3927123.12,3120162.5,3120162.5,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2,Export,2744047.38,741795.37,741795.37,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",1,Import,7086963.81,1981126.4,1981126.4,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2,Export,228234.47,252814.82,252814.82,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",1,Import,589941.99,640144.16,640144.16,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,851712,Telephones for cellular networks or for other wireless networks,2,Export,35419183.61,852748.51,852748.51,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,851712,Telephones for cellular networks or for other wireless networks,1,Import,18546559.22,648317.18,648317.18,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2,Export,2832543.24,241373.97,241373.97,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,1,Import,26945344.8,2011904.23,2011904.23,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2,Export,1235728.4,244751.6,244751.6,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),1,Import,5359672.19,916708.66,916708.66,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2,Export,57933397919.89,1287033.79,1287033.79,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",1,Import,47269442017.63,1346138.16,1346138.16,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",2,Export,605624756.22,2541324.51,2541324.51,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2016,842,USA,784,ARE,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",1,Import,120838885.89,1005319.09,1005319.09,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2,Export,282787.67,215749.14,215749.14,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",1,Import,2027177.14,1478480.0,1478480.0,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2,Export,10830827.32,3241270.81,3241270.81,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",1,Import,9590702.89,2354129.22,2354129.22,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2,Export,2525867.04,2683574.1,2683574.1,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",1,Import,2713005.23,2929664.56,2929664.56,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,851712,Telephones for cellular networks or for other wireless networks,2,Export,5909463.81,193299.92,193299.92,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,851712,Telephones for cellular networks or for other wireless networks,1,Import,28072604.13,1199517.08,1199517.08,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2,Export,3835525.18,376482.37,376482.37,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,1,Import,36761288.66,2656951.58,2656951.58,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2,Export,4470300.62,988412.82,988412.82,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),1,Import,19047823.46,3542925.26,3542925.26,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2,Export,75207930020.25,1515135.11,1515135.11,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",1,Import,27585098362.97,571374.06,571374.06,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",2,Export,488276625.84,2491735.83,2491735.83,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2017,842,USA,784,ARE,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",1,Import,149063349.82,1111818.82,1111818.82,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2,Export,2152106.25,1665875.82,1665875.82,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",1,Import,4097459.25,2884917.09,2884917.09,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",2,Export,12205099.53,3378261.16,3378261.16,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,520512,"Single cotton yarn, of uncombed fibres, measuring < 714.29 dtex but >= 232.56 dtex",1,Import,10809019.2,2680488.66,2680488.66,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",2,Export,648073.72,846123.99,846123.99,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,271019,"Medium oils and preparations, of petroleum or bituminous minerals",1,Import,1222553.86,1365495.37,1365495.37,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,851712,Telephones for cellular networks or for other wireless networks,2,Export,75215123.4,1906728.17,1906728.17,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,851712,Telephones for cellular networks or for other wireless networks,1,Import,127741224.55,3003113.62,3003113.62,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,2,Export,22708257.45,2177535.47,2177535.47,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,300490,Medicaments consisting of mixed or unmixed products for therapeutic uses,1,Import,8868673.92,767302.05,767302.05,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),2,Export,5478698.01,1079527.87,1079527.87,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,090411,Pepper of the genus Piper; neither crushed nor ground (Black Pepper),1,Import,2675886.53,462805.78,462805.78,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",2,Export,55104175975.2,1502286.97,1502286.97,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,711319,"Articles of jewellery and parts thereof, of precious metal other than silver",1,Import,34958337375.85,686867.8,686867.8,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",2,Export,228938329.33,1180422.46,1180422.46,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2018,842,USA,784,ARE,0,847130,"Portable automatic data processing machines, weighing not more than 10 kg (Laptops)",1,Import,312420945.4,2009872.64,2009872.64,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2019,842,USA,784,ARE,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",2,Export,2627256.68,2033419.42,2033419.42,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
2019,842,USA,784,ARE,0,100630,"Semi-milled or wholly milled rice, whether or not polished or glazed (Basmati)",1,Import,442172.33,318437.02,318437.02,kg,1,C00,HS2017,comtrade_annual_USA_ARE_2015_2025.json,2026-08-20T01:01:22.959165+00:00
