period,year,reporter_iso3,partner_iso3,partner_name,partner_iso2,region_name,hs6,product_description,trade_value_usd,net_weight_kg,quantity,unit_value_usd_per_kg,transaction_count,trade_volatility_6m,unit_value_volatility_6m,trade_growth_mom,gdp_usd,gdp_per_capita_usd,gdp_growth_pct,inflation_pct,population,trade_pct_gdp,tariff_rate,tariff_type,tariff_scope,rta_exists,rta_name,rta_status,rta_in_force_for_year,partner_locode_count,partner_port_count,partner_airport_count,partner_inland_terminal_count,sanctions_entity_count,ofac_entity_count,sanctions_present
202302,2023,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),150070921962.34,3486289.13,3486289.13,43046.0344,2,29447226485.4,3465.4381,0.2885,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202303,2023,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),165605543862.48,3726158.2800000003,3726158.2800000003,44444.0444,2,34000717753.14,3475.677,0.1035,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202304,2023,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),195780972281.56,4917813.73,4917813.73,39810.5709,2,31742089516.32,3183.0919,0.1822,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202305,2023,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),183893251562.51,4370952.32,4370952.32,42071.6672,2,41753562833.69,2714.4335,-0.0607,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202306,2023,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),229953040263.15,4726702.970000001,4726702.970000001,48649.7759,2,45359607335.23,2359.0104,0.2505,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202307,2023,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),178157456740.41998,3460787.53,3460787.53,51478.8773,2,39128620826.95,2975.9947,-0.2252,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202308,2023,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),179216271739.32,3375005.06,3375005.06,53101.0379,2,27474023697.82,4356.3192,0.0059,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202309,2023,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),120001649194.05,2884205.46,2884205.46,41606.4843,2,22402995375.72,5320.1219,-0.3304,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202310,2023,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),57981194680.62,1561325.67,1561325.67,37135.8748,2,35651482966.38,5664.3083,-0.5168,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202311,2023,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),170623067938.4,4363279.62,4363279.62,39104.3167,2,60252051687.55,6326.6706,1.9427,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202312,2023,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),95954200149.28,2167045.66,2167045.66,44278.8087,2,59357225582.81,6765.3519,-0.4376,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202401,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),129837013508.69,2737593.53,2737593.53,47427.4256,2,50511830875.96,6548.7894,0.3531,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202402,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),209031054433.95,4002720.3200000003,4002720.3200000003,52222.2483,2,45611953057.78,5850.893,0.6099,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202403,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),145798291683.27002,3380012.95,3380012.95,43135.424,2,53553712976.73,5575.2705,-0.3025,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202404,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),118153147634.38,2693359.92,2693359.92,43868.3099,2,53570944048.96,5498.7463,-0.1896,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202405,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),272076249299.96,5977545.550000001,5977545.550000001,45516.3824,2,40282140682.25,4429.2123,1.3027,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202406,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),124089139046.78,2853651.06,2853651.06,43484.3421,2,66196718197.46,3366.5015,-0.5439,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202407,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),198102864435.94,4246615.86,4246615.86,46649.5843,2,61423235889.42,3465.4379,0.5965,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202408,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),161420105548.2,4109325.8899999997,4109325.8899999997,39281.4077,2,59568910183.09,3412.9225,-0.1852,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202409,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),79007266102.56,2048513.8,2048513.8,38568.0907,2,57731361605.81,2526.0708,-0.5105,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202410,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),199574590274.84998,4154484.7199999997,4154484.7199999997,48038.3498,2,68712414050.36,3287.6556,1.526,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202411,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),134433404220.53,2588436.75,2588436.75,51936.1364,2,67098655093.84,3915.47,-0.3264,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202412,2024,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),119697722830.15001,2468100.09,2468100.09,48497.9209,2,46591219112.02,5210.3098,-0.1096,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202501,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),210501396361.69,4719295.78,4719295.78,44604.4084,2,47100770299.64,5383.2753,0.7586,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202502,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),231923831413.56,4548351.88,4548351.88,50990.7407,2,49890706956.4,5360.2658,0.1018,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202503,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),285680962030.16003,5929516.7299999995,5929516.7299999995,48179.4681,2,60148366269.38,4906.7709,0.2318,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202504,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),72069030462.72,1572363.37,1572363.37,45834.8444,2,61908187362.55,2578.4935,-0.7477,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202505,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),106975273725.32,2176405.66,2176405.66,49152.2677,2,80058267973.19,2836.892,0.4843,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202506,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),176242385431.35,3575795.4800000004,3575795.4800000004,49287.6023,2,83596773430.29,2309.9339,0.6475,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202507,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),298859314921.18,6498255.99,6498255.99,45990.6959,2,79735551768.53,2374.0225,0.6957,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202508,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),277759528487.61,5677240.65,5677240.65,48925.0933,2,93364743266.42,2017.1307,-0.0706,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202509,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),135807753155.51,2653577.12,2653577.12,51179.1243,2,98685100312.93,1583.2052,-0.5111,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202510,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),150150550804.9,3652084.8600000003,3652084.8600000003,41113.6533,2,92312600200.35,2085.0715,0.1056,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202511,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),108182252850.67,2578055.2199999997,2578055.2199999997,41962.7369,2,78934965643.68,3591.2589,-0.2795,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202512,2025,IND,AUS,Australia,AU,Oceania,711319,Articles of jewellery of precious metal (Gold),140630141323.2,3721613.0,3721613.0,37787.4167,2,78679232810.41,4131.733,0.2999,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,12.5,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202201,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),1509268211.25,6440555.64,6440555.64,234.3382,2,,,,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202202,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),335680921.49,1996553.37,1996553.37,168.1302,2,,,-0.7776,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202203,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),501286669.24,2488289.3600000003,2488289.3600000003,201.4584,2,829851530.9,46.8161,0.4933,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202204,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),936384476.62,3924255.92,3924255.92,238.6145,2,635184904.76,33.1043,0.868,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202205,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),589876527.16,3103091.44,3103091.44,190.0932,2,524333689.55,32.8408,-0.37,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202206,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),354786222.52,1447515.7000000002,1447515.7000000002,245.1001,2,465667381.97,29.8879,-0.3985,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202207,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),739513221.67,3784926.29,3784926.29,195.3838,2,450374001.95,31.026,1.0844,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202208,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),1180064087.02,4489139.55,4489139.55,262.8709,2,231981288.1,29.7043,0.5957,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202209,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),680504007.4,4066324.78,4066324.78,167.3511,2,302309834.48,30.4241,-0.4233,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202210,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),391304412.33000004,1664214.5,1664214.5,235.1286,2,285099301.55,37.4595,-0.425,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202211,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),276277714.51,1731453.39,1731453.39,159.564,2,299126688.55,37.0743,-0.294,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202212,2022,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),672092322.7,2980053.21,2980053.21,225.5303,2,337880139.83,42.9658,1.4327,614936932712.44,14758.49,3.4,4.1,53606767.0,53.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202301,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),1305011807.93,4608609.7,4608609.7,283.1682,2,315191196.58,40.5237,0.9417,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202302,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),893977784.13,4247297.9399999995,4247297.9399999995,210.4815,2,413995954.59,49.9622,-0.315,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202303,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),700571949.28,3247581.42,3247581.42,215.7211,2,368672729.13,45.8565,-0.2163,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202304,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),717535255.2,3604212.95,3604212.95,199.0824,2,368516701.92,39.9894,0.0242,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202305,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),867438299.52,4557126.970000001,4557126.970000001,190.3476,2,335270903.4,40.257,0.2089,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202306,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),465775964.15999997,2234675.5300000003,2234675.5300000003,208.4311,2,236755668.84,32.9952,-0.463,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202307,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),826102136.88,3036972.42,3036972.42,272.015,2,280372317.71,33.2344,0.7736,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202308,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),163469058.57,851278.61,851278.61,192.0277,2,157770068.6,28.8782,-0.8021,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202309,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),807096642.4200001,2862858.38,2862858.38,281.9199,2,265270266.36,30.5211,3.9373,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202310,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),318396784.3,1893847.06,1893847.06,168.1217,2,274853332.68,41.6609,-0.6055,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202311,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),371872239.63,1458943.82,1458943.82,254.8914,2,299857838.3,46.9426,0.168,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202312,2023,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),800159402.89,2895603.8200000003,2895603.8200000003,276.3359,2,269851471.03,46.509,1.1517,633385040693.81,15201.24,2.7,4.1,54142835.0,54.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202401,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),897320694.1700001,5013976.32,5013976.32,178.9639,2,296532887.4,48.5539,0.1214,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202402,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),619716010.69,3342117.0700000003,3342117.0700000003,185.4262,2,310972353.26,51.3995,-0.3094,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202403,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),119868265.81,448071.55000000005,448071.55000000005,267.5204,2,243068293.2,52.3186,-0.8066,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202404,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),713307844.4300001,3858656.7800000003,3858656.7800000003,184.8591,2,301159629.31,49.3941,4.9508,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202405,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),673251508.82,2615973.65,2615973.65,257.3617,2,290947374.49,46.1148,-0.0562,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202406,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),1636533083.8899999,5495831.46,5495831.46,297.7772,2,271752991.14,46.4485,1.4308,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202407,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),373548656.58,1695903.24,1695903.24,220.2653,2,494904906.59,51.7078,-0.7717,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202408,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),1580745347.34,5735569.91,5735569.91,275.6039,2,515146145.88,46.2291,3.2317,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202409,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),179163208.09,811925.04,811925.04,220.6647,2,626521317.28,41.0486,-0.8867,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202410,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),528323664.34000003,2636880.72,2636880.72,200.3593,2,613032256.27,41.6306,1.9488,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202411,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),382716034.89,1490003.5799999998,1490003.5799999998,256.8558,2,626357309.32,37.6057,-0.2756,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202412,2024,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),657150910.51,3350668.95,3350668.95,196.1253,2,651494425.18,37.5739,0.7171,652386591914.62,15657.28,3.4,3.0,54684263.0,54.5,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202501,2025,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),121174482.49,515324.97,515324.97,235.1419,2,498826473.08,31.597,-0.8156,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202502,2025,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),653629532.61,4040259.74,4040259.74,161.7791,2,532929368.23,31.4224,4.3941,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
202503,2025,IND,AUS,Australia,AU,Oceania,847130,Portable automatic data processing machines (Laptops),917497896.8499999,5178149.47,5178149.47,177.1864,2,232914446.69,33.263,0.4037,671958189672.06,16127.0,2.7,3.0,55231106.0,55.0,0.0,MFN_APPLIED,PARTNER_SPECIFIC,1.0,India - Australia ECTA,In Force,1,2593,378,622,1830,0,0,0
