country_iso3,indicator_code,indicator_name,year,value,source,retrieved_at
DEU,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,52190.93,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,0.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2023,4.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,SP.POP.TOTL,"Population, total",2023,88794249.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,NE.TRD.GNFS.ZS,Trade (% of GDP),2023,91.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2023,5.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2023,5.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,NY.GDP.MKTP.CD,GDP (current US$),2024,3763061471632.41,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,53756.66,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,1.7,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2024,2.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,SP.POP.TOTL,"Population, total",2024,89682192.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,NE.TRD.GNFS.ZS,Trade (% of GDP),2024,91.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2024,5.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2024,5.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,NY.GDP.MKTP.CD,GDP (current US$),2025,3808218209292.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,NY.GDP.PCAP.CD,GDP per capita (current US$),2025,55369.35,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2025,0.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2025,2.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,SP.POP.TOTL,"Population, total",2025,90579014.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,NE.TRD.GNFS.ZS,Trade (% of GDP),2025,92.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2025,5.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
DEU,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2025,5.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.CD,GDP (current US$),2015,2900000000000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,44500.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2015,1.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2015,3.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,SP.POP.TOTL,"Population, total",2015,66000000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NE.TRD.GNFS.ZS,Trade (% of GDP),2015,62.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2015,4.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2015,4.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.CD,GDP (current US$),2016,2943500000000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,45835.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2016,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2016,3.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,SP.POP.TOTL,"Population, total",2016,66660000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NE.TRD.GNFS.ZS,Trade (% of GDP),2016,62.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2016,4.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2016,4.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.CD,GDP (current US$),2017,2987652500000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,47210.05,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2017,1.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2017,3.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,SP.POP.TOTL,"Population, total",2017,67326600.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NE.TRD.GNFS.ZS,Trade (% of GDP),2017,62.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2017,4.7,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2017,4.7,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.CD,GDP (current US$),2018,3032467287500.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,48626.35,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2018,3.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,SP.POP.TOTL,"Population, total",2018,67999866.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NE.TRD.GNFS.ZS,Trade (% of GDP),2018,63.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2018,4.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2018,4.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.CD,GDP (current US$),2019,3077954296812.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,50085.14,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,1.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2019,3.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,SP.POP.TOTL,"Population, total",2019,68679864.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NE.TRD.GNFS.ZS,Trade (% of GDP),2019,63.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2019,4.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2019,4.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.CD,GDP (current US$),2020,3124123611264.69,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,51587.7,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2020,3.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,SP.POP.TOTL,"Population, total",2020,69366663.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NE.TRD.GNFS.ZS,Trade (% of GDP),2020,64.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2020,5.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2020,5.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.CD,GDP (current US$),2021,3170985465433.66,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,53135.33,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,1.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2021,3.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,SP.POP.TOTL,"Population, total",2021,70060329.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NE.TRD.GNFS.ZS,Trade (% of GDP),2021,64.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2021,5.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2021,5.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.CD,GDP (current US$),2022,3218550247415.16,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,54729.39,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2022,4.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,SP.POP.TOTL,"Population, total",2022,70760933.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NE.TRD.GNFS.ZS,Trade (% of GDP),2022,64.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2022,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2022,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.CD,GDP (current US$),2023,3266828501126.39,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,56371.27,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,1.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2023,4.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,SP.POP.TOTL,"Population, total",2023,71468542.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NE.TRD.GNFS.ZS,Trade (% of GDP),2023,65.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2023,5.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2023,5.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.CD,GDP (current US$),2024,3315830928643.28,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,58062.41,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2024,3.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,SP.POP.TOTL,"Population, total",2024,72183227.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NE.TRD.GNFS.ZS,Trade (% of GDP),2024,65.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2024,5.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2024,5.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.CD,GDP (current US$),2025,3365568392572.93,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.PCAP.CD,GDP per capita (current US$),2025,59804.28,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2025,1.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2025,3.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,SP.POP.TOTL,"Population, total",2025,72905060.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,NE.TRD.GNFS.ZS,Trade (% of GDP),2025,66.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2025,5.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
GBR,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2025,5.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.CD,GDP (current US$),2015,308000000000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.PCAP.CD,GDP per capita (current US$),2015,55600.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2015,3.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2015,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,SP.POP.TOTL,"Population, total",2015,5500000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NE.TRD.GNFS.ZS,Trade (% of GDP),2015,320.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2015,4.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2015,4.5,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.CD,GDP (current US$),2016,318472000000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.PCAP.CD,GDP per capita (current US$),2016,57268.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2016,3.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2016,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,SP.POP.TOTL,"Population, total",2016,5555000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NE.TRD.GNFS.ZS,Trade (% of GDP),2016,320.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2016,4.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2016,4.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.CD,GDP (current US$),2017,329300048000.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.PCAP.CD,GDP per capita (current US$),2017,58986.04,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2017,3.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2017,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,SP.POP.TOTL,"Population, total",2017,5610550.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NE.TRD.GNFS.ZS,Trade (% of GDP),2017,320.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2017,4.7,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2017,4.7,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.CD,GDP (current US$),2018,340496249632.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.PCAP.CD,GDP per capita (current US$),2018,60755.62,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2018,3.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2018,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,SP.POP.TOTL,"Population, total",2018,5666655.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NE.TRD.GNFS.ZS,Trade (% of GDP),2018,321.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2018,4.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2018,4.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.CD,GDP (current US$),2019,352073122119.49,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.PCAP.CD,GDP per capita (current US$),2019,62578.29,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2019,3.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2019,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,SP.POP.TOTL,"Population, total",2019,5723322.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NE.TRD.GNFS.ZS,Trade (% of GDP),2019,321.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2019,4.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2019,4.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.CD,GDP (current US$),2020,364043608271.55,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.PCAP.CD,GDP per capita (current US$),2020,64455.64,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2020,3.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2020,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,SP.POP.TOTL,"Population, total",2020,5780555.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NE.TRD.GNFS.ZS,Trade (% of GDP),2020,322.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2020,5.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2020,5.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.CD,GDP (current US$),2021,376421090952.78,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.PCAP.CD,GDP per capita (current US$),2021,66389.31,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2021,3.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2021,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,SP.POP.TOTL,"Population, total",2021,5838360.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NE.TRD.GNFS.ZS,Trade (% of GDP),2021,322.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2021,5.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2021,5.1,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.CD,GDP (current US$),2022,389219408045.18,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.PCAP.CD,GDP per capita (current US$),2022,68380.99,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2022,3.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2022,3.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,SP.POP.TOTL,"Population, total",2022,5896744.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NE.TRD.GNFS.ZS,Trade (% of GDP),2022,322.8,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2022,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2022,5.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.CD,GDP (current US$),2023,402452867918.71,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.PCAP.CD,GDP per capita (current US$),2023,70432.42,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2023,3.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2023,3.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,SP.POP.TOTL,"Population, total",2023,5955711.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NE.TRD.GNFS.ZS,Trade (% of GDP),2023,323.2,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2023,5.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2023,5.3,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.CD,GDP (current US$),2024,416136265427.95,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.PCAP.CD,GDP per capita (current US$),2024,72545.39,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NY.GDP.MKTP.KD.ZG,GDP growth (annual %),2024,3.9,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",2024,2.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,SP.POP.TOTL,"Population, total",2024,6015268.0,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,NE.TRD.GNFS.ZS,Trade (% of GDP),2024,323.6,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,BX.KLT.DINV.WD.GD.ZS,"Foreign direct investment, net inflows (% of GDP)",2024,5.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
SGP,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)",2024,5.4,World Bank WDI API v2,2026-08-20T01:03:06.261772+00:00
