reporter_iso3,partner_iso3,cmd_code,period,export_value_usd,export_net_weight,import_value_usd,import_net_weight,export_unit_value,import_unit_value
DEU,IND,100630,202203,1281375.51,953980.99,4115463.14,2910190.27,1.3432,1.4142
DEU,IND,100630,202204,2005278.17,1419610.25,1969111.4,1362803.12,1.4126,1.4449
DEU,IND,100630,202205,729735.42,574111.58,2558538.67,1984232.39,1.2711,1.2894
DEU,IND,100630,202206,2545951.6,1841385.85,2206192.15,1655022.98,1.3826,1.333
DEU,IND,100630,202207,3867062.41,3038448.97,2479035.72,1926723.13,1.2727,1.2867
DEU,IND,100630,202208,927761.4,807709.78,4127751.84,2944363.69,1.1486,1.4019
DEU,IND,100630,202209,2620576.85,2374868.65,2358987.39,1729672.38,1.1035,1.3638
DEU,IND,100630,202210,2658640.57,1981146.55,1512787.76,1209008.15,1.342,1.2513
DEU,IND,100630,202211,1007689.02,747476.51,339057.26,248170.46,1.3481,1.3662
DEU,IND,100630,202212,2733385.79,2184281.57,3032638.83,2167091.34,1.2514,1.3994
DEU,IND,100630,202301,2319240.6,1871706.16,904469.36,777706.46,1.2391,1.163
DEU,IND,100630,202302,1365332.6,1125942.9,365892.19,311341.52,1.2126,1.1752
DEU,IND,100630,202303,3774199.81,3232657.78,3199875.12,2283946.95,1.1675,1.401
DEU,IND,100630,202304,1577213.99,1345698.3,1216783.12,910987.64,1.172,1.3357
DEU,IND,100630,202305,3393430.82,2435660.24,1558192.73,1412761.11,1.3932,1.1029
DEU,IND,100630,202306,638701.73,452539.26,5455932.42,3768550.01,1.4114,1.4478
DEU,IND,100630,202307,2999656.28,2581465.9,4073079.11,3679163.58,1.162,1.1071
DEU,IND,100630,202308,3488787.69,2452312.28,862435.03,700183.19,1.4227,1.2317
DEU,IND,100630,202309,4318468.73,3151934.09,3381983.75,2338554.87,1.3701,1.4462
DEU,IND,100630,202310,3362473.74,2775494.03,806382.77,593883.89,1.2115,1.3578
DEU,IND,100630,202311,2693972.83,2149255.35,297652.0,206232.11,1.2534,1.4433
DEU,IND,100630,202312,2348927.2,1993136.63,501599.63,385203.97,1.1785,1.3022
DEU,IND,100630,202401,2944994.73,2528485.37,3450179.37,3110011.02,1.1647,1.1094
DEU,IND,100630,202402,2023308.14,1484030.55,4711816.94,3954967.46,1.3634,1.1914
DEU,IND,100630,202403,2116833.4,1694598.64,4133570.92,3316302.64,1.2492,1.2464
DEU,IND,100630,202404,3486319.75,2429631.63,3972451.44,2762427.84,1.4349,1.438
DEU,IND,100630,202405,2256979.46,1641901.36,785593.3,558116.95,1.3746,1.4076
DEU,IND,100630,202406,1091843.28,800899.91,2427707.23,2091099.32,1.3633,1.161
DEU,IND,100630,202407,1266206.53,937315.18,2939041.7,2382379.73,1.3509,1.2337
DEU,IND,100630,202408,1913371.39,1672158.97,4592324.55,3490480.09,1.1443,1.3157
DEU,IND,100630,202409,1056326.19,892115.97,1957376.53,1603488.48,1.1841,1.2207
DEU,IND,100630,202410,947731.1,784777.9,4039293.9,2793611.83,1.2076,1.4459
DEU,IND,100630,202411,2260154.2,1944136.3,339490.41,270866.54,1.1625,1.2533
DEU,IND,100630,202412,3096777.1,2781314.49,2670284.59,1973357.07,1.1134,1.3532
DEU,IND,100630,202501,1566659.4,1264534.36,3656897.53,3151132.32,1.2389,1.1605
DEU,IND,100630,202502,4204922.14,3081835.0,2064769.6,1658854.88,1.3644,1.2447
DEU,IND,100630,202503,766588.48,568121.18,1073682.75,803033.51,1.3493,1.337
DEU,IND,100630,202504,3106943.85,2548582.94,2985980.97,2211629.05,1.2191,1.3501
DEU,IND,100630,202505,3300867.82,2538392.53,2390539.02,1919090.53,1.3004,1.2457
DEU,IND,100630,202506,3976762.41,2857478.61,4842728.43,3775082.19,1.3917,1.2828
DEU,IND,100630,202507,2197228.21,1747508.95,3248537.54,2889705.38,1.2573,1.1242
DEU,IND,100630,202508,1616959.25,1158816.97,1038230.51,751404.95,1.3954,1.3817
DEU,IND,100630,202509,4281541.74,3066267.55,802774.26,676188.61,1.3963,1.1872
DEU,IND,100630,202510,2155095.39,1838231.92,251049.45,205961.85,1.1724,1.2189
DEU,IND,100630,202511,4509815.44,3279201.63,462050.55,362344.64,1.3753,1.2752
DEU,IND,100630,202512,1689570.64,1182364.17,680086.74,541942.76,1.429,1.2549
DEU,IND,271019,202201,448970.4,530317.84,1266316.36,1388231.24,0.8466,0.9122
DEU,IND,271019,202202,2544292.94,2910074.62,1517748.32,1603447.5,0.8743,0.9466
DEU,IND,271019,202203,1404273.05,1627204.01,443328.16,557555.33,0.863,0.7951
DEU,IND,271019,202204,1606522.0,1783565.93,150889.54,163553.03,0.9007,0.9226
DEU,IND,271019,202205,2063011.94,2172101.21,2606442.6,2949795.63,0.9498,0.8836
DEU,IND,271019,202206,2287802.22,2454303.08,1001188.51,1179711.83,0.9322,0.8487
DEU,IND,271019,202207,2684279.98,3147708.32,3057411.09,3240600.74,0.8528,0.9435
DEU,IND,271019,202208,1878777.46,2472586.14,3207936.51,3931786.58,0.7598,0.8159
DEU,IND,271019,202209,757048.54,819779.94,637504.81,748970.56,0.9235,0.8512
DEU,IND,271019,202210,1010524.04,1209520.68,293012.89,326189.34,0.8355,0.8983
DEU,IND,271019,202211,1385662.28,1540354.58,671997.99,748092.21,0.8996,0.8983
DEU,IND,271019,202212,2130611.46,2396051.88,1559062.38,1940462.49,0.8892,0.8034
DEU,IND,271019,202301,1362933.43,1719459.96,1082933.55,1225665.99,0.7927,0.8835
DEU,IND,271019,202302,2007853.92,2369465.7,2398177.41,2802861.09,0.8474,0.8556
DEU,IND,271019,202303,1928233.37,2449255.21,595970.58,764548.95,0.7873,0.7795
DEU,IND,271019,202304,93834.6,118845.19,1282357.06,1492527.09,0.7896,0.8592
DEU,IND,271019,202305,1643236.66,1971055.52,1516349.01,1970293.5,0.8337,0.7696
DEU,IND,271019,202306,2654326.09,2900151.82,1734702.67,2086624.61,0.9152,0.8313
DEU,IND,271019,202307,2238425.38,2907133.79,86125.23,100652.77,0.77,0.8557
DEU,IND,271019,202308,2352095.61,3044329.55,2284542.98,2892648.78,0.7726,0.7898
DEU,IND,271019,202309,870279.09,1106703.4,440416.08,557207.21,0.7864,0.7904
DEU,IND,271019,202310,1148846.89,1343741.33,2425142.99,2672118.78,0.855,0.9076
DEU,IND,271019,202311,1286765.13,1365480.07,1224489.29,1544704.67,0.9424,0.7927
DEU,IND,271019,202312,1510560.31,1743870.36,1352908.91,1464047.26,0.8662,0.9241
DEU,IND,271019,202401,163389.25,195658.38,2845362.93,3170732.11,0.8351,0.8974
DEU,IND,271019,202402,1680918.39,2233934.89,2102093.23,2718043.57,0.7524,0.7734
DEU,IND,271019,202403,2001247.45,2335633.16,230882.95,293162.52,0.8568,0.7876
DEU,IND,271019,202404,484421.73,582204.25,2263069.0,2628993.5,0.832,0.8608
DEU,IND,271019,202405,1860078.46,2397956.13,2487560.39,2725883.85,0.7757,0.9126
DEU,IND,271019,202406,2082845.72,2564487.6,2662797.49,3094159.96,0.8122,0.8606
DEU,IND,271019,202407,179233.94,200863.43,3102450.35,3674309.3,0.8923,0.8444
DEU,IND,271019,202408,1186039.36,1475191.32,724470.52,793866.9,0.804,0.9126
DEU,IND,271019,202409,1132352.64,1215446.58,4173676.6,4990239.86,0.9316,0.8364
DEU,IND,271019,202410,1087177.0,1171264.23,3052394.33,3463599.9,0.9282,0.8813
DEU,IND,271019,202411,2608034.61,3037447.07,380057.12,494586.54,0.8586,0.7684
DEU,IND,271019,202412,2447596.11,2672919.72,494055.56,656524.93,0.9157,0.7525
DEU,IND,271019,202501,2057754.72,2261118.75,3258182.0,3505860.89,0.9101,0.9294
DEU,IND,271019,202502,416724.89,445026.91,1517055.06,1960773.07,0.9364,0.7737
DEU,IND,271019,202503,1203975.29,1378054.28,1302203.32,1602509.97,0.8737,0.8126
DEU,IND,271019,202504,1318420.87,1599192.57,1416391.88,1700163.04,0.8244,0.8331
DEU,IND,271019,202505,211274.08,244441.49,919053.15,986512.62,0.8643,0.9316
DEU,IND,271019,202506,2443714.82,3035020.52,1724870.67,1857959.42,0.8052,0.9284
DEU,IND,271019,202507,1911804.57,2188892.78,664362.4,843274.18,0.8734,0.7878
DEU,IND,271019,202508,350534.02,415073.96,2152084.49,2377155.18,0.8445,0.9053
DEU,IND,271019,202509,1825929.13,2039636.11,1584975.19,1980339.63,0.8952,0.8004
DEU,IND,271019,202510,1119671.97,1281762.75,1592904.57,2093540.61,0.8735,0.7609
DEU,IND,271019,202511,638099.87,791821.42,1463615.67,1656233.55,0.8059,0.8837
DEU,IND,271019,202512,2836312.62,3304455.13,998691.91,1201106.5,0.8583,0.8315
DEU,IND,300490,202201,12207381.75,1055687.48,27777074.71,2256938.96,11.5634,12.3074
DEU,IND,300490,202202,20863285.37,1876581.05,3209336.08,332840.18,11.1177,9.6423
DEU,IND,300490,202203,10499024.66,841213.06,22960010.41,2262917.93,12.4808,10.1462
DEU,IND,300490,202204,10498168.87,759352.66,19789746.28,2313253.31,13.8252,8.5549
DEU,IND,300490,202205,6505667.74,659601.39,3852837.04,340044.36,9.863,11.3304
DEU,IND,300490,202206,36106689.47,2769775.46,19014467.17,1965855.2,13.036,9.6724
DEU,IND,300490,202207,4046755.19,420920.82,28185925.86,2121164.97,9.6141,13.2879
DEU,IND,300490,202208,12672156.53,1244609.46,28467071.66,2172240.26,10.1816,13.1049
DEU,IND,300490,202209,3789845.37,435601.38,45816815.81,4133821.6,8.7003,11.0834
DEU,IND,300490,202210,29889047.98,3107952.32,22137746.54,2144248.68,9.617,10.3242
DEU,IND,300490,202211,26326927.01,2303151.16,25547981.65,1985567.13,11.4308,12.8668
DEU,IND,300490,202212,24258641.32,2100823.65,3985793.04,420181.66,11.5472,9.4859
DEU,IND,300490,202301,24972079.66,1990278.3,3209597.92,261187.78,12.547,12.2885
DEU,IND,300490,202302,28316288.44,2929814.67,13822669.99,1295844.75,9.6649,10.6669
DEU,IND,300490,202303,28253291.2,3177532.2,14445036.55,1094841.65,8.8916,13.1937
DEU,IND,300490,202304,12031053.21,1137879.4,12430747.09,1183143.09,10.5732,10.5065
DEU,IND,300490,202305,3748095.73,334816.35,18700119.51,1470385.74,11.1945,12.7178
DEU,IND,300490,202306,2058861.61,230799.64,9837919.26,753295.76,8.9206,13.0598
DEU,IND,300490,202307,22476604.96,2554987.28,46320608.88,4137420.19,8.7971,11.1955
DEU,IND,300490,202308,10425598.56,861935.56,37982555.4,2883585.68,12.0956,13.172
DEU,IND,300490,202309,3672528.74,370063.59,11841563.24,1314030.46,9.924,9.0116
DEU,IND,300490,202310,13462270.88,984761.63,18211209.39,1621501.63,13.6706,11.2311
DEU,IND,300490,202311,24982131.43,2295034.51,25690705.36,2126019.93,10.8853,12.0839
DEU,IND,300490,202312,10977728.21,1246350.88,25197728.18,2295270.55,8.8079,10.9781
DEU,IND,300490,202401,48015860.5,3777404.85,20009161.05,1452281.08,12.7113,13.7777
DEU,IND,300490,202402,13656730.06,1447669.73,27462610.96,2661564.32,9.4336,10.3182
DEU,IND,300490,202403,4646133.06,524579.42,15989527.4,1423790.05,8.8569,11.2303
DEU,IND,300490,202404,29563217.15,2675160.23,2118842.26,170137.8,11.051,12.4537
DEU,IND,300490,202405,6234657.85,619274.59,12666711.8,1289165.54,10.0677,9.8255
DEU,IND,300490,202406,22440367.2,1913465.66,3100574.66,360989.74,11.7276,8.5891
DEU,IND,300490,202407,21136004.88,1698603.71,10577239.59,846687.25,12.4432,12.4925
DEU,IND,300490,202408,1808370.19,209631.08,21192805.29,1912233.36,8.6264,11.0828
DEU,IND,300490,202409,22706919.12,2640005.86,11227410.16,811999.65,8.6011,13.8269
DEU,IND,300490,202410,35044123.41,3074667.04,43980526.82,3503181.55,11.3977,12.5545
DEU,IND,300490,202411,17614859.7,1382735.12,35999759.37,2797169.84,12.7391,12.8701
DEU,IND,300490,202412,30309000.93,2617535.18,4334689.29,386288.15,11.5792,11.2214
DEU,IND,300490,202501,36918083.29,3714665.84,64295756.2,4700380.18,9.9385,13.6788
DEU,IND,300490,202502,38074257.32,2872507.58,24215480.14,2145570.14,13.2547,11.2863
DEU,IND,300490,202503,31707792.33,3224960.93,23016829.13,2566328.94,9.832,8.9688
DEU,IND,300490,202504,1053533.14,93966.57,6862550.92,715210.01,11.2118,9.5952
DEU,IND,300490,202505,12165575.15,889874.71,20018991.57,2044256.94,13.6711,9.7928
DEU,IND,300490,202506,17819710.59,1453223.96,3954086.76,300376.04,12.2622,13.1638
DEU,IND,300490,202507,42763809.46,3610208.49,48121758.41,4355226.63,11.8452,11.0492
DEU,IND,300490,202508,31935248.66,2319889.5,4991740.48,475233.15,13.7658,10.5038
DEU,IND,300490,202509,17659876.53,1299955.61,36123095.77,3694212.82,13.585,9.7783
DEU,IND,300490,202510,1115182.79,123426.11,13546581.06,1172410.77,9.0352,11.5545
DEU,IND,300490,202511,36760938.01,2939663.03,17911949.31,1432673.5,12.5052,12.5025
DEU,IND,300490,202512,9669531.48,937911.31,29865910.91,3508390.04,10.3096,8.5127
DEU,IND,520512,202201,3560797.53,1086299.53,1981442.1,612657.29,3.2779,3.2342
DEU,IND,520512,202202,4910427.3,1322650.77,11994865.12,3137580.27,3.7126,3.823
DEU,IND,520512,202203,12618539.22,3227735.12,2664450.6,819251.47,3.9094,3.2523
DEU,IND,520512,202204,7994862.75,2093319.99,12056889.32,3031807.82,3.8192,3.9768
DEU,IND,520512,202205,6543293.22,1641381.21,8640988.26,2178850.04,3.9865,3.9658
DEU,IND,520512,202206,9585694.82,2829504.42,13746042.3,4137185.72,3.3878,3.3226
DEU,IND,520512,202207,1191525.41,329403.49,13413392.93,3754869.99,3.6172,3.5723
DEU,IND,520512,202208,8462865.27,2614645.85,1168900.11,363762.71,3.2367,3.2134
DEU,IND,520512,202209,12083020.35,3113303.16,1877960.25,571984.29,3.8811,3.2832
DEU,IND,520512,202210,7624433.35,2152394.39,9223472.46,2725304.88,3.5423,3.3844
DEU,IND,520512,202211,9052356.28,2244677.06,7324176.07,1855485.98,4.0328,3.9473
DEU,IND,520512,202212,10842934.88,2749713.92,4405019.77,1119970.01,3.9433,3.9332
DEU,IND,520512,202301,2218596.74,562204.61,12694862.58,3393753.73,3.9462,3.7407
DEU,IND,520512,202302,7716714.41,1892640.16,6828098.57,2061444.64,4.0772,3.3123
DEU,IND,520512,202303,8267606.21,2527018.55,9402091.45,2718993.26,3.2717,3.4579
DEU,IND,520512,202304,5706750.8,1474661.16,4555439.67,1143824.07,3.8699,3.9826
DEU,IND,520512,202305,2719668.58,820645.73,8672546.58,2209665.84,3.3141,3.9248
DEU,IND,520512,202306,2250524.37,633541.04,3243577.46,868571.05,3.5523,3.7344
DEU,IND,520512,202307,3220574.39,953136.86,2480031.81,648432.56,3.3789,3.8247
DEU,IND,520512,202308,7558108.25,2018768.62,16590801.29,4132072.99,3.7439,4.0151
DEU,IND,520512,202309,11605422.21,2888107.36,3753359.02,1065442.56,4.0183,3.5228
DEU,IND,520512,202310,10008747.84,2893690.84,1623635.04,478300.6,3.4588,3.3946
DEU,IND,520512,202311,5602100.05,1408072.64,10781984.31,3185487.32,3.9786,3.3847
DEU,IND,520512,202312,4766948.12,1461753.27,8973788.24,2226098.58,3.2611,4.0312
DEU,IND,520512,202401,13258857.05,3670606.9,3155633.08,843371.56,3.6122,3.7417
DEU,IND,520512,202402,14608525.77,4220627.38,10352113.3,2593475.02,3.4612,3.9916
DEU,IND,520512,202403,2012648.12,543199.46,10131485.6,2845089.82,3.7052,3.561
DEU,IND,520512,202404,10115120.55,2842668.6,4595641.53,1210285.93,3.5583,3.7972
DEU,IND,520512,202405,7126399.74,1996444.32,13908333.62,3399682.22,3.5695,4.0911
DEU,IND,520512,202406,5047717.7,1380182.85,2225312.6,662363.1,3.6573,3.3597
DEU,IND,520512,202407,9983755.22,2626125.13,11270292.88,2833787.92,3.8017,3.9771
DEU,IND,520512,202408,5447084.21,1533623.31,372013.2,92989.92,3.5518,4.0006
DEU,IND,520512,202409,14683292.79,3715466.48,1681420.73,500796.4,3.9519,3.3575
DEU,IND,520512,202410,7445685.69,2022009.43,11485175.6,3249266.13,3.6823,3.5347
DEU,IND,520512,202411,3440198.55,871210.12,7092480.03,1921062.06,3.9488,3.692
DEU,IND,520512,202412,9517007.5,2870615.68,9777378.99,2595819.59,3.3153,3.7666
DEU,IND,520512,202501,3050066.84,838477.09,10497493.07,2877516.52,3.6376,3.6481
DEU,IND,520512,202502,2837743.18,759847.89,7064167.88,1885225.0,3.7346,3.7471
DEU,IND,520512,202503,3187501.59,862016.73,2349834.63,689666.89,3.6977,3.4072
DEU,IND,520512,202504,9432504.44,2380822.34,4716055.23,1227487.65,3.9619,3.842
DEU,IND,520512,202505,1418090.45,398787.17,5957874.24,1669420.77,3.556,3.5688
DEU,IND,520512,202506,12431534.93,3074909.03,7587378.99,2366554.09,4.0429,3.2061
DEU,IND,520512,202507,13503725.21,3371746.43,3368276.91,1015736.94,4.005,3.3161
DEU,IND,520512,202508,10126545.24,2579275.0,4987184.35,1315584.98,3.9261,3.7908
DEU,IND,520512,202509,4572812.96,1342076.22,4253251.9,1141120.83,3.4073,3.7273
DEU,IND,520512,202510,6902833.41,1954308.21,807047.62,201872.41,3.5321,3.9978
DEU,IND,520512,202511,10573579.16,2864137.85,8824806.45,2221444.61,3.6917,3.9726
DEU,IND,520512,202512,7817845.58,2152674.76,7667856.61,2360245.84,3.6317,3.2488
DEU,IND,711319,202201,97499313231.78,2725122.27,71877288340.55,1522905.48,35777.9591,47197.4717
DEU,IND,711319,202202,131371224601.95,3331531.65,24838390750.76,551991.76,39432.6809,44997.7564
DEU,IND,711319,202203,89733268616.18,2085951.5,6351195396.8,156107.68,43017.9075,40684.7081
DEU,IND,711319,202204,44037001719.12,1219850.53,123274505564.58,2462793.02,36100.3259,50054.7568
DEU,IND,711319,202205,25034586577.49,659988.92,42506616736.07,958028.17,37931.8286,44368.8589
DEU,IND,711319,202206,145075049728.41,2795099.7,88661535246.58,2173377.87,51903.3542,40794.349
DEU,IND,711319,202207,6375725215.73,166838.29,37826409947.16,766897.52,38214.9998,49323.9435
DEU,IND,711319,202208,149732046886.43,3161970.54,67307544178.46,1728411.5,47354.0297,38941.8516
DEU,IND,711319,202209,111373174159.31,2672107.56,16698249683.18,433538.12,41679.8994,38516.2202
DEU,IND,711319,202210,30866547017.98,599329.01,163197365097.33,3786443.1,51501.8404,43100.4404
DEU,IND,711319,202211,83051808332.0,1669928.81,99892016245.23,1989970.18,49733.7418,50197.7453
DEU,IND,711319,202212,46868456170.14,1303024.36,64780918396.73,1606351.78,35968.9793,40327.9775
DEU,IND,711319,202301,98143378325.51,1974317.45,51245442551.1,1428296.11,49710.0293,35878.7244
DEU,IND,711319,202302,100126889743.01,2239667.18,127577177553.92,3296331.55,44706.1468,38702.7748
DEU,IND,711319,202303,180792060246.12,3716726.06,53200435409.9,1054554.72,48642.8263,50448.2455
DEU,IND,711319,202304,21760376844.61,441600.88,58313323706.06,1450732.22,49276.1175,40195.7873
DEU,IND,711319,202305,40111810645.76,976771.92,13397945519.77,278179.74,41065.6877,48162.9091
DEU,IND,711319,202306,129901029602.46,2857784.68,26512598413.35,589684.82,45455.1494,44960.6256
DEU,IND,711319,202307,114679362392.84,3011464.7,68456388700.14,1789185.24,38080.9253,38261.208
DEU,IND,711319,202308,32144064807.14,831376.35,50514362948.7,1385196.43,38663.6748,36467.2922
DEU,IND,711319,202309,117138803384.14,3032451.16,16525835413.96,327251.21,38628.4221,50498.9284
DEU,IND,711319,202310,16989452393.88,384186.18,50806995087.21,1447236.78,44221.9249,35106.2078
DEU,IND,711319,202311,34733727125.55,809751.35,51546143064.52,1312573.39,42894.3121,39271.056
DEU,IND,711319,202312,89127306648.1,2472195.31,12261209332.45,236435.19,36051.8873,51858.6482
DEU,IND,711319,202401,4896550565.56,99828.01,20636751474.44,530016.76,49049.8665,38936.0357
DEU,IND,711319,202402,82697401962.8,1731251.44,30376811491.38,587701.74,47767.4127,51687.4622
DEU,IND,711319,202403,141042810277.53,3132447.43,124506761788.72,3396864.23,45026.3934,36653.4407
DEU,IND,711319,202404,6326817647.96,155895.88,163143029178.15,3887458.41,40583.6103,41966.5015
DEU,IND,711319,202405,62465528275.82,1354365.07,71425524203.61,1473858.72,46121.6327,48461.5813
DEU,IND,711319,202406,82171356828.53,2244037.32,73644735619.66,1969564.79,36617.6427,37391.375
DEU,IND,711319,202407,168704468627.35,3658860.49,196409030357.54,3795562.85,46108.4726,51747.0104
DEU,IND,711319,202408,78238806232.58,2085814.93,97331622790.84,2682829.87,37509.9464,36279.4614
DEU,IND,711319,202409,148542393852.35,2941162.96,116512831423.5,3147208.92,50504.6459,37021.0032
DEU,IND,711319,202410,35776917804.44,946409.44,53136387510.61,1186421.28,37802.7905,44787.116
DEU,IND,711319,202411,40580050040.24,960401.04,13223730901.35,272095.64,42253.2342,48599.5693
DEU,IND,711319,202412,113921873664.53,2229041.65,63835686539.51,1473069.57,51108.0058,43335.1471
DEU,IND,711319,202501,98613499895.67,2089045.71,37976409601.01,1020939.91,47205.0465,37197.4974
DEU,IND,711319,202502,88828357946.17,2042035.9,201817138816.97,4210521.2,43499.9002,47931.6287
DEU,IND,711319,202503,40446468993.15,864350.01,106626495586.0,2075331.31,46794.0863,51378.0595
DEU,IND,711319,202504,95581603915.02,1925747.32,104640514916.23,2509147.14,49633.5126,41703.6184
DEU,IND,711319,202505,40504516177.92,801564.67,89496616107.5,2061581.46,50531.8132,43411.6322
DEU,IND,711319,202506,132427437120.15,3132228.38,92783861048.22,2567307.08,42278.9851,36140.5388
DEU,IND,711319,202507,129123562379.4,2902953.48,45157712844.2,1198082.44,44480.066,37691.6574
DEU,IND,711319,202508,133542361749.14,3589255.83,78497721852.66,2027806.01,37206.1419,38710.6663
DEU,IND,711319,202509,100142671561.04,2523501.72,29158781014.21,758686.15,39684.0116,38433.2586
DEU,IND,711319,202510,62982932582.29,1414890.13,60251288358.56,1354173.0,44514.3628,44493.051
DEU,IND,711319,202511,64660284830.26,1501949.12,73042748245.93,1510410.8,43050.9156,48359.5246
DEU,IND,711319,202512,112792780582.46,2316996.87,86514314859.79,1665737.8,48680.5926,51937.5347
DEU,IND,847130,202201,168417689.99,1012253.97,287720394.34,2256309.81,166.3789,127.5181
DEU,IND,847130,202202,279873163.9,1837522.8,431004899.78,2391671.89,152.31,180.2107
DEU,IND,847130,202203,488686309.53,3098069.52,479036500.41,2211513.2,157.739,216.6103
DEU,IND,847130,202204,68059373.1,550591.73,127362960.08,554521.33,123.6113,229.6809
DEU,IND,847130,202205,364303481.34,2016077.83,219091792.67,1475465.68,180.6991,148.4899
DEU,IND,847130,202206,309052450.5,2429178.64,463549852.65,1773100.66,127.2251,261.4346
DEU,IND,847130,202207,39524943.64,245877.99,185682212.21,861943.87,160.7502,215.4226
DEU,IND,847130,202208,174729859.62,1453650.87,693568754.09,3156438.07,120.2007,219.7315
DEU,IND,847130,202209,287215167.66,1163627.9,664688737.05,2434094.94,246.8273,273.0743
DEU,IND,847130,202210,282709757.49,1611775.63,633443603.35,2310968.51,175.4027,274.1031
DEU,IND,847130,202211,411535554.46,2468008.91,672589435.48,2794639.08,166.748,240.6713
DEU,IND,847130,202212,179317073.17,1299533.17,59502406.03,224926.53,137.9858,264.5415
DEU,IND,847130,202301,556902350.63,3071148.99,734768599.48,3252664.31,181.3336,225.8975
DEU,IND,847130,202302,41943275.27,298366.73,643918414.66,2865841.21,140.5762,224.6874
DEU,IND,847130,202303,636861118.68,3547719.47,289998110.02,1562451.87,179.5128,185.6045
DEU,IND,847130,202304,110545412.91,616017.27,144330751.66,1133800.45,179.4518,127.2982
DEU,IND,847130,202305,696483394.29,2850840.9,386681990.6,1987706.36,244.3081,194.5368
DEU,IND,847130,202306,279865493.13,2095375.59,100449742.87,831125.94,133.5634,120.8598
DEU,IND,847130,202307,498695892.94,2752538.81,552956148.34,2206639.94,181.1767,250.5874
DEU,IND,847130,202308,271796154.05,1038684.4,915073112.49,3893479.15,261.6735,235.0271
DEU,IND,847130,202309,710197474.77,2888551.79,597368543.14,2153846.26,245.8663,277.3497
DEU,IND,847130,202310,68304345.12,371492.2,64629323.66,472455.25,183.8648,136.7946
DEU,IND,847130,202311,547875106.31,2746798.58,152236180.43,712635.26,199.4595,213.6243
DEU,IND,847130,202312,92066176.39,387195.93,320716334.76,1534157.73,237.7767,209.0504
DEU,IND,847130,202401,959530024.9,3613844.23,971488944.69,4347231.79,265.515,223.473
DEU,IND,847130,202402,439328080.78,2790223.27,362451251.32,2185015.04,157.4527,165.8804
DEU,IND,847130,202403,254804882.91,1013401.87,646110749.63,2479925.7,251.4352,260.5363
DEU,IND,847130,202404,367603822.66,2044082.98,269370068.41,1488720.52,179.838,180.9407
DEU,IND,847130,202405,253501077.55,1150342.46,221817008.2,874588.53,220.3701,253.6244
DEU,IND,847130,202406,222067919.31,1844667.47,143943644.75,747686.9,120.3837,192.5186
DEU,IND,847130,202407,465070358.93,2454464.79,510974113.63,3240073.89,189.4793,157.7045
DEU,IND,847130,202408,35676554.41,267114.8,330805018.89,2490817.13,133.5626,132.8098
DEU,IND,847130,202409,149598758.2,874034.88,544611016.25,2858652.37,171.1588,190.5132
DEU,IND,847130,202410,609199710.11,2582598.55,462831672.32,1912525.41,235.8863,242.0003
DEU,IND,847130,202411,264934898.84,1435295.87,41376102.81,232012.76,184.5856,178.3355
DEU,IND,847130,202412,36313350.53,221501.6,219428960.95,822501.52,163.9417,266.7824
DEU,IND,847130,202501,79371481.03,526376.07,256610923.65,945152.14,150.7885,271.5022
DEU,IND,847130,202502,673566951.21,3028232.21,1204408654.41,5053746.91,222.4291,238.3199
DEU,IND,847130,202503,531616503.95,3430002.32,395450915.41,2023419.79,154.9901,195.4369
DEU,IND,847130,202504,87356227.97,645255.46,82783650.65,552870.77,135.3824,149.7342
DEU,IND,847130,202505,261657415.29,1966045.44,551900878.15,1981467.23,133.0882,278.5314
DEU,IND,847130,202506,606342970.03,2666494.43,156330023.23,763780.57,227.3933,204.6792
DEU,IND,847130,202507,747449576.62,3115129.25,265438925.23,1601649.09,239.9418,165.7285
DEU,IND,847130,202508,208991980.69,1719254.92,449862536.32,2107452.64,121.5596,213.4627
DEU,IND,847130,202509,292988159.82,1597473.62,403190331.51,2207671.27,183.4072,182.6315
DEU,IND,847130,202510,155593210.13,756998.63,313706711.18,1677401.65,205.5396,187.0194
DEU,IND,847130,202511,674403639.87,3136840.5,137599086.47,630655.83,214.9946,218.1841
DEU,IND,847130,202512,266283634.9,2186980.49,597476661.52,2737381.1,121.7586,218.2658
DEU,IND,851712,202201,38040239.63,1694605.61,45184048.58,1831235.2,22.4478,24.6741
DEU,IND,851712,202202,77283577.59,3071807.26,127613819.04,3663230.0,25.159,34.8364
DEU,IND,851712,202203,6916748.55,182040.84,22929724.75,1275196.7,37.9956,17.9813
DEU,IND,851712,202204,12451287.61,485663.72,21893131.45,1055761.66,25.6377,20.7368
DEU,IND,851712,202205,114123492.2,2678319.2,49425180.93,1390066.35,42.6101,35.556
DEU,IND,851712,202206,45977333.06,2745739.2,137752039.96,3792874.0,16.745,36.3186
DEU,IND,851712,202207,38055903.76,954649.92,85706927.01,4629765.02,39.8637,18.5122
DEU,IND,851712,202208,11018766.17,326441.69,36084870.74,1045429.89,33.7542,34.5168
DEU,IND,851712,202209,33608509.04,1555518.5,17155918.69,407547.21,21.606,42.0955
DEU,IND,851712,202210,8324581.45,449903.21,32008862.7,1372491.66,18.503,23.3217
DEU,IND,851712,202211,54221614.21,1825912.01,5978760.68,283957.81,29.6956,21.0551
