period,reporter_iso3,partner_iso3,hs6,trade_flow,trade_value_usd,net_weight_kg,quantity,quantity_unit,product_description,transaction_count,unit_value_usd_per_kg,trade_growth_mom,unit_value_change_mom,quantity_growth_mom,weight_growth_mom,yoy_growth,rolling_mean_3m,rolling_std_3m,partner_share_pct,partner_share_change_mom,new_corridor_flag,mirror_trade_value,mirror_ratio,mirror_difference,mirror_missing_flag,anomaly_type,anomaly_flag,label_source
202202,IND,BRA,711319,Import,47975929919.88,939416.2,939416.2,kg,Articles of jewellery of precious metal (Gold),1,51069.941,2.1486,0.1412,1.759,1.759,,15237142869.72,,0.3515,0.2396,0,47975929919.88,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202203,IND,BRA,711319,Import,27372540036.4,706583.62,706583.62,kg,Articles of jewellery of precious metal (Gold),1,38739.2791,-0.4295,-0.2414,-0.2478,-0.2478,,31606536394.8,23149818330.99,0.2428,-0.1087,0,27372540036.4,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202204,IND,BRA,711319,Import,96511382541.52,2325462.37,2325462.37,kg,Articles of jewellery of precious metal (Gold),1,41502.0186,2.5258,0.0713,2.2911,2.2911,,30195204275.33,16550909927.65,0.9441,0.7013,0,96511382541.52,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202205,IND,BRA,711319,Import,18688934300.68,391451.36,391451.36,kg,Articles of jewellery of precious metal (Gold),1,47742.6731,-0.8064,0.1504,-0.8317,-0.8317,,57286617499.27,35497345860.47,0.1753,-0.7688,0,18688934300.68,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202206,IND,BRA,711319,Import,114427485310.19,2683627.81,2683627.81,kg,Articles of jewellery of precious metal (Gold),1,42639.104,5.1227,-0.1069,5.8556,5.8556,,47524285626.2,42645668013.14,0.9352,0.7599,0,114427485310.19,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202207,IND,BRA,711319,Import,36299365325.36,940006.84,940006.84,kg,Articles of jewellery of precious metal (Gold),1,38616.0651,-0.6828,-0.0944,-0.6497,-0.6497,,76542600717.46,50897266360.8,0.3003,-0.6349,0,36299365325.36,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202208,IND,BRA,711319,Import,131764376504.88,3404754.39,3404754.39,kg,Articles of jewellery of precious metal (Gold),1,38700.1121,2.6299,0.0022,2.6221,2.6221,,56471928312.08,50957499550.51,0.986,0.6857,0,131764376504.88,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202209,IND,BRA,711319,Import,108583581026.54,2272360.84,2272360.84,kg,Articles of jewellery of precious metal (Gold),1,47784.48,-0.1759,0.2347,-0.3326,-0.3326,,94163742380.14,50856234111.74,0.9081,-0.0779,0,108583581026.54,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202210,IND,BRA,711319,Import,125584248405.49,2342123.33,2342123.33,kg,Articles of jewellery of precious metal (Gold),1,53619.8273,0.1566,0.1221,0.0307,0.0307,,92215774285.59,49792779727.67,1.1708,0.2627,0,125584248405.49,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202211,IND,BRA,711319,Import,45207594094.81,1150940.36,1150940.36,kg,Articles of jewellery of precious metal (Gold),1,39278.8329,-0.64,-0.2675,-0.5086,-0.5086,,121977401978.97,12003929590.37,0.4282,-0.7426,0,45207594094.81,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202212,IND,BRA,711319,Import,54626053460.48,1176967.57,1176967.57,kg,Articles of jewellery of precious metal (Gold),1,46412.5392,0.2083,0.1816,0.0226,0.0226,,93125141175.61,42359463659.41,0.5073,0.0791,0,54626053460.48,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202301,IND,BRA,711319,Import,56257317301.82,1053479.56,1053479.56,kg,Articles of jewellery of precious metal (Gold),1,53401.4322,0.0299,0.1506,-0.1049,-0.1049,2.6921,75139298653.59,43939692315.82,0.4582,-0.0491,0,56257317301.82,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202302,IND,BRA,711319,Import,35519887425.11,976142.58,976142.58,kg,Articles of jewellery of precious metal (Gold),1,36388.0115,-0.3686,-0.3186,-0.0734,-0.0734,-0.2596,52030321619.04,5964684701.0,0.2725,-0.1857,0,35519887425.11,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202303,IND,BRA,711319,Import,147032386394.98,3287090.08,3287090.08,kg,Articles of jewellery of precious metal (Gold),1,44730.2577,3.1394,0.2293,2.3674,2.3674,4.3715,48801086062.47,11530738630.45,1.118,0.8455,0,147032386394.98,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202304,IND,BRA,711319,Import,95601298892.71,2190620.56,2190620.56,kg,Articles of jewellery of precious metal (Gold),1,43641.1949,-0.3498,-0.0243,-0.3336,-0.3336,-0.0094,79603197040.64,59308784612.49,0.9462,-0.1718,0,95601298892.71,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202305,IND,BRA,711319,Import,46349301776.94,1151521.13,1151521.13,kg,Articles of jewellery of precious metal (Gold),1,40250.5005,-0.5152,-0.0777,-0.4743,-0.4743,1.48,92717857570.93,55812140543.24,0.466,-0.4802,0,46349301776.94,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202306,IND,BRA,711319,Import,5214247058.57,99768.79,99768.79,kg,Articles of jewellery of precious metal (Gold),1,52263.3086,-0.8875,0.2985,-0.9134,-0.9134,-0.9544,96327662354.88,50345472338.24,0.0435,-0.4225,0,5214247058.57,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202307,IND,BRA,711319,Import,63258382529.48,1387734.25,1387734.25,kg,Articles of jewellery of precious metal (Gold),1,45583.9312,11.1318,-0.1278,12.9095,12.9095,0.7427,49054949242.74,45254228321.49,0.4518,0.4083,0,63258382529.48,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202308,IND,BRA,711319,Import,212096564711.08,4473057.6,4473057.6,kg,Articles of jewellery of precious metal (Gold),1,47416.4618,2.3529,0.0402,2.2233,2.2233,0.6097,38273977121.66,29852781559.8,1.5192,1.0674,0,212096564711.08,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202309,IND,BRA,711319,Import,3043293617.43,59894.22,59894.22,kg,Articles of jewellery of precious metal (Gold),1,50811.1403,-0.9857,0.0716,-0.9866,-0.9866,-0.972,93523064766.38,106710058487.91,0.0253,-1.4939,0,3043293617.43,1.0,0.0,0,UNEXPECTED_COLLAPSE,1,RULE_BASED_HEURISTIC
202310,IND,BRA,711319,Import,152956202081.87,4013939.97,4013939.97,kg,Articles of jewellery of precious metal (Gold),1,38106.2505,49.2601,-0.25,66.0172,66.0172,0.218,92799413619.33,107611904207.33,1.3164,1.2911,0,152956202081.87,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202311,IND,BRA,711319,Import,26378870534.43,529491.28,529491.28,kg,Articles of jewellery of precious metal (Gold),1,49819.2728,-0.8275,0.3074,-0.8681,-0.8681,-0.4165,122698686803.46,107761103659.23,0.2417,-1.0747,0,26378870534.43,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202312,IND,BRA,711319,Import,41078899486.88,913637.47,913637.47,kg,Articles of jewellery of precious metal (Gold),1,44961.9251,0.5573,-0.0975,0.7255,0.7255,-0.248,60792788744.58,80664170212.05,0.353,0.1113,0,41078899486.88,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202401,IND,BRA,711319,Import,91227566586.77,2345219.84,2345219.84,kg,Articles of jewellery of precious metal (Gold),1,38899.3667,1.2208,-0.1348,1.5669,1.5669,0.6216,73471324034.39,69227213518.0,0.7231,0.3701,0,91227566586.77,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202402,IND,BRA,711319,Import,93807848972.1,1892059.67,1892059.67,kg,Articles of jewellery of precious metal (Gold),1,49579.7519,0.0283,0.2746,-0.1932,-0.1932,1.641,52895112202.69,34000816271.54,0.6281,-0.095,0,93807848972.1,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202403,IND,BRA,711319,Import,41481348990.82,797412.42,797412.42,kg,Articles of jewellery of precious metal (Gold),1,52019.9434,-0.5578,0.0492,-0.5785,-0.5785,-0.7179,75371438348.58,29726219579.41,0.315,-0.3131,0,41481348990.82,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202404,IND,BRA,711319,Import,97459408735.57,2020645.19,2020645.19,kg,Articles of jewellery of precious metal (Gold),1,48231.8268,1.3495,-0.0728,1.534,1.534,0.0194,75505588183.23,29494085911.65,0.9112,0.5962,0,97459408735.57,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202405,IND,BRA,711319,Import,65061789232.8,1346045.08,1346045.08,kg,Articles of jewellery of precious metal (Gold),1,48335.5203,-0.3324,0.0021,-0.3339,-0.3339,0.4037,77582868899.5,31318098233.51,0.6321,-0.2791,0,65061789232.8,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202406,IND,BRA,711319,Import,114363356077.28,2192075.29,2192075.29,kg,Articles of jewellery of precious metal (Gold),1,52171.2719,0.7578,0.0794,0.6285,0.6285,20.9329,68000848986.4,28104525389.57,0.9679,0.3358,0,114363356077.28,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202407,IND,BRA,711319,Import,119932384995.82,2856551.96,2856551.96,kg,Articles of jewellery of precious metal (Gold),1,41985.0178,0.0487,-0.1952,0.3031,0.3031,0.8959,92294851348.55,25053255538.61,0.928,-0.0399,0,119932384995.82,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202408,IND,BRA,711319,Import,66912863439.33,1487082.06,1487082.06,kg,Articles of jewellery of precious metal (Gold),1,44996.0801,-0.4421,0.0717,-0.4794,-0.4794,-0.6845,99785843435.3,30200554232.79,0.4655,-0.4625,0,66912863439.33,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202409,IND,BRA,711319,Import,70954203043.83,1588848.8,1588848.8,kg,Articles of jewellery of precious metal (Gold),1,44657.6182,0.0604,-0.0075,0.0684,0.0684,22.3149,100402868170.81,29136554934.65,0.5797,0.1142,0,70954203043.83,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202410,IND,BRA,711319,Import,21747831965.28,511363.81,511363.81,kg,Articles of jewellery of precious metal (Gold),1,42529.0792,-0.6935,-0.0477,-0.6782,-0.6782,-0.8578,85933150492.99,29513455686.07,0.1874,-0.3923,0,21747831965.28,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202411,IND,BRA,711319,Import,72992710429.97,1446795.58,1446795.58,kg,Articles of jewellery of precious metal (Gold),1,50451.2949,2.3563,0.1863,1.8293,1.8293,1.7671,53204966149.48,27317514066.29,0.7381,0.5507,0,72992710429.97,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202412,IND,BRA,711319,Import,148907040304.81,3024100.84,3024100.84,kg,Articles of jewellery of precious metal (Gold),1,49240.1041,1.04,-0.024,1.0902,1.0902,2.6249,55231581813.03,29015685516.47,1.3185,0.5804,0,148907040304.81,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202501,IND,BRA,711319,Import,163695617410.02,3429140.99,3429140.99,kg,Articles of jewellery of precious metal (Gold),1,47736.625,0.0993,-0.0305,0.1339,0.1339,0.7944,81215860900.02,63977192960.65,1.1214,-0.1971,0,163695617410.02,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202502,IND,BRA,711319,Import,87686071512.91,1844622.0,1844622.0,kg,Articles of jewellery of precious metal (Gold),1,47536.0651,-0.4643,-0.0042,-0.4621,-0.4621,-0.0653,128531789381.6,48663307237.55,0.5902,-0.5312,0,87686071512.91,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202503,IND,BRA,711319,Import,7884222856.28,174009.0,174009.0,kg,Articles of jewellery of precious metal (Gold),1,45309.282,-0.9101,-0.0468,-0.9057,-0.9057,-0.8099,133429576409.25,40299214425.97,0.0623,-0.5279,0,7884222856.28,1.0,0.0,0,UNEXPECTED_COLLAPSE,1,RULE_BASED_HEURISTIC
202504,IND,BRA,711319,Import,53476638723.35,1338125.68,1338125.68,kg,Articles of jewellery of precious metal (Gold),1,39963.8386,5.7827,-0.118,6.69,6.69,-0.4513,86421970593.07,77913388653.99,0.5037,0.4414,0,53476638723.35,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202505,IND,BRA,711319,Import,102503338159.07,2790506.05,2790506.05,kg,Articles of jewellery of precious metal (Gold),1,36732.8851,0.9168,-0.0808,1.0854,1.0854,0.5755,49682311030.85,40036001976.13,0.9536,0.4499,0,102503338159.07,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202506,IND,BRA,711319,Import,41617224955.3,842608.39,842608.39,kg,Articles of jewellery of precious metal (Gold),1,49390.9454,-0.594,0.3446,-0.698,-0.698,-0.6361,54621399912.9,47319944038.5,0.3278,-0.6258,0,41617224955.3,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202507,IND,BRA,711319,Import,50398694154.13,1261996.13,1261996.13,kg,Articles of jewellery of precious metal (Gold),1,39935.6963,0.211,-0.1914,0.4977,0.4977,-0.5798,65865733945.91,32278428641.91,0.363,0.0352,0,50398694154.13,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202508,IND,BRA,711319,Import,107838177511.96,2265086.8,2265086.8,kg,Articles of jewellery of precious metal (Gold),1,47608.8499,1.1397,0.1921,0.7948,0.7948,0.6116,64839752422.83,32911818822.51,0.7495,0.3865,0,107838177511.96,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202509,IND,BRA,711319,Import,66672452376.67,1345453.92,1345453.92,kg,Articles of jewellery of precious metal (Gold),1,49553.8728,-0.3817,0.0409,-0.406,-0.406,-0.0603,66618032207.13,35966704527.05,0.4863,-0.2632,0,66672452376.67,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202510,IND,BRA,711319,Import,142485384161.58,3378720.18,3378720.18,kg,Articles of jewellery of precious metal (Gold),1,42171.4071,1.1371,-0.149,1.5112,1.5112,5.5517,74969774680.92,29605028798.65,1.2129,0.7266,0,142485384161.58,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202511,IND,BRA,711319,Import,44372911118.89,862882.75,862882.75,kg,Articles of jewellery of precious metal (Gold),1,51424.0331,-0.6886,0.2194,-0.7446,-0.7446,-0.3921,105665338016.74,37953143217.13,0.3785,-0.8344,0,44372911118.89,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202512,IND,BRA,711319,Import,52992177108.5,1205659.12,1205659.12,kg,Articles of jewellery of precious metal (Gold),1,43952.8688,0.1942,-0.1453,0.3972,0.3972,-0.6441,84510249219.05,51431066378.02,0.4419,0.0634,0,52992177108.5,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202201,IND,BRA,847130,Export,477346525.57,1605964.19,1605964.19,kg,Portable automatic data processing machines (Laptops),1,297.2336,,,,,,,,0.0035,,1,477346525.57,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202202,IND,BRA,847130,Export,620501939.94,2206677.48,2206677.48,kg,Portable automatic data processing machines (Laptops),1,281.1929,0.2999,-0.054,0.3741,0.3741,,477346525.57,,0.0045,0.001,0,620501939.94,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202203,IND,BRA,847130,Export,193627052.33,833808.22,833808.22,kg,Portable automatic data processing machines (Laptops),1,232.2201,-0.688,-0.1742,-0.6221,-0.6221,,548924232.76,101226164.26,0.0017,-0.0028,0,193627052.33,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202204,IND,BRA,847130,Export,67302534.69,254844.87,254844.87,kg,Portable automatic data processing machines (Laptops),1,264.0922,-0.6524,0.1372,-0.6944,-0.6944,,430491839.28,217260359.11,0.0007,-0.001,0,67302534.69,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202205,IND,BRA,847130,Export,26636873.82,149840.51,149840.51,kg,Portable automatic data processing machines (Laptops),1,177.7682,-0.6042,-0.3269,-0.412,-0.412,,293810508.99,289887804.56,0.0002,-0.0005,0,26636873.82,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202206,IND,BRA,847130,Export,192444092.18,944218.73,944218.73,kg,Portable automatic data processing machines (Laptops),1,203.813,6.2247,0.1465,5.3015,5.3015,,95855486.95,87079752.19,0.0016,0.0014,0,192444092.18,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202207,IND,BRA,847130,Export,558043146.69,2039179.63,2039179.63,kg,Portable automatic data processing machines (Laptops),1,273.6606,1.8998,0.3427,1.1596,1.1596,,95461166.9,86415796.25,0.0046,0.003,0,558043146.69,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202208,IND,BRA,847130,Export,537062010.31,2046076.47,2046076.47,kg,Portable automatic data processing machines (Laptops),1,262.4838,-0.0376,-0.0408,0.0034,0.0034,,259041370.9,271890703.89,0.004,-0.0006,0,537062010.31,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202209,IND,BRA,847130,Export,136701072.78,587641.19,587641.19,kg,Portable automatic data processing machines (Laptops),1,232.6268,-0.7455,-0.1137,-0.7128,-0.7128,,429183083.06,205290195.51,0.0011,-0.0029,0,136701072.78,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202210,IND,BRA,847130,Export,450940318.31,2383690.75,2383690.75,kg,Portable automatic data processing machines (Laptops),1,189.1774,2.2987,-0.1868,3.0564,3.0564,,410602076.59,237437090.49,0.0042,0.0031,0,450940318.31,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202211,IND,BRA,847130,Export,81672511.36,325994.47,325994.47,kg,Portable automatic data processing machines (Laptops),1,250.5334,-0.8189,0.3243,-0.8632,-0.8632,,374901133.8,210733690.38,0.0008,-0.0034,0,81672511.36,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202212,IND,BRA,847130,Export,433893398.67,1676125.12,1676125.12,kg,Portable automatic data processing machines (Laptops),1,258.867,4.3126,0.0333,4.1416,4.1416,,223104634.15,199220631.15,0.004,0.0032,0,433893398.67,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202301,IND,BRA,847130,Export,115121044.02,579725.94,579725.94,kg,Portable automatic data processing machines (Laptops),1,198.5784,-0.7347,-0.2329,-0.6541,-0.6541,-0.7588,322168742.78,208450179.57,0.0009,-0.0031,0,115121044.02,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202302,IND,BRA,847130,Export,337366827.28,2206012.03,2206012.03,kg,Portable automatic data processing machines (Laptops),1,152.9306,1.9305,-0.2299,2.8053,2.8053,-0.4563,210228984.68,194419722.89,0.0026,0.0017,0,337366827.28,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202303,IND,BRA,847130,Export,124764429.6,514927.89,514927.89,kg,Portable automatic data processing machines (Laptops),1,242.295,-0.6302,0.5843,-0.7666,-0.7666,-0.3556,295460423.32,163465787.07,0.0009,-0.0017,0,124764429.6,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202304,IND,BRA,847130,Export,542819492.13,2693561.86,2693561.86,kg,Portable automatic data processing machines (Laptops),1,201.5248,3.3508,-0.1683,4.2309,4.2309,7.0654,192417433.63,125622425.39,0.0054,0.0045,0,542819492.13,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202305,IND,BRA,847130,Export,579603717.55,2414630.67,2414630.67,kg,Portable automatic data processing machines (Laptops),1,240.0382,0.0678,0.1911,-0.1036,-0.1036,20.7594,334983583.0,209037720.8,0.0058,0.0004,0,579603717.55,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202306,IND,BRA,847130,Export,603848650.56,2049314.4,2049314.4,kg,Portable automatic data processing machines (Laptops),1,294.6589,0.0418,0.2276,-0.1513,-0.1513,2.1378,415729213.09,252653218.33,0.005,-0.0008,0,603848650.56,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202307,IND,BRA,847130,Export,444619666.09,1493734.7,1493734.7,kg,Portable automatic data processing machines (Laptops),1,297.6564,-0.2637,0.0102,-0.2711,-0.2711,-0.2033,575423953.41,30728526.91,0.0032,-0.0018,0,444619666.09,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202308,IND,BRA,847130,Export,726066012.94,3029891.29,3029891.29,kg,Portable automatic data processing machines (Laptops),1,239.6343,0.633,-0.1949,1.0284,1.0284,0.3519,542690678.07,85792754.57,0.0052,0.002,0,726066012.94,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202309,IND,BRA,847130,Export,214732881.69,1373220.93,1373220.93,kg,Portable automatic data processing machines (Laptops),1,156.3717,-0.7043,-0.3475,-0.5468,-0.5468,0.5708,591511443.2,141128191.91,0.0018,-0.0034,0,214732881.69,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202310,IND,BRA,847130,Export,209233543.6,1063788.29,1063788.29,kg,Portable automatic data processing machines (Laptops),1,196.6872,-0.0256,0.2578,-0.2253,-0.2253,-0.536,461806186.91,256099443.87,0.0018,0.0,0,209233543.6,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202311,IND,BRA,847130,Export,253835453.19,1111952.91,1111952.91,kg,Portable automatic data processing machines (Laptops),1,228.279,0.2132,0.1606,0.0453,0.0453,2.108,383344146.08,296818579.61,0.0023,0.0005,0,253835453.19,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202312,IND,BRA,847130,Export,97497612.81,404504.99,404504.99,kg,Portable automatic data processing machines (Laptops),1,241.0294,-0.6159,0.0559,-0.6362,-0.6362,-0.7753,225933959.49,24319348.11,0.0008,-0.0015,0,97497612.81,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202401,IND,BRA,847130,Export,450890370.03,1958099.55,1958099.55,kg,Portable automatic data processing machines (Laptops),1,230.2694,3.6246,-0.0446,3.8407,3.8407,2.9167,186855536.53,80535467.24,0.0036,0.0028,0,450890370.03,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202402,IND,BRA,847130,Export,274104296.23,1330287.08,1330287.08,kg,Portable automatic data processing machines (Laptops),1,206.049,-0.3921,-0.1052,-0.3206,-0.3206,-0.1875,267407812.01,177086890.84,0.0018,-0.0018,0,274104296.23,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202403,IND,BRA,847130,Export,85392505.99,597833.69,597833.69,kg,Portable automatic data processing machines (Laptops),1,142.8366,-0.6885,-0.3068,-0.5506,-0.5506,-0.3156,274164093.02,176696386.2,0.0006,-0.0012,0,85392505.99,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202404,IND,BRA,847130,Export,84475125.52,509800.57,509800.57,kg,Portable automatic data processing machines (Laptops),1,165.7023,-0.0107,0.1601,-0.1473,-0.1473,-0.8444,270129057.42,182781355.85,0.0008,0.0002,0,84475125.52,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202405,IND,BRA,847130,Export,108707251.53,658933.62,658933.62,kg,Portable automatic data processing machines (Laptops),1,164.9745,0.2869,-0.0044,0.2925,0.2925,-0.8124,147990642.58,109218591.02,0.0011,0.0003,0,108707251.53,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202406,IND,BRA,847130,Export,758248809.74,2506318.9,2506318.9,kg,Portable automatic data processing machines (Laptops),1,302.5348,5.9751,0.8338,2.8036,2.8036,0.2557,92858294.35,13733261.8,0.0064,0.0053,0,758248809.74,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202407,IND,BRA,847130,Export,761673909.78,2569286.59,2569286.59,kg,Portable automatic data processing machines (Laptops),1,296.4535,0.0045,-0.0201,0.0251,0.0251,0.7131,317143728.93,382200298.56,0.0059,-0.0005,0,761673909.78,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202408,IND,BRA,847130,Export,159067534.12,932913.11,932913.11,kg,Portable automatic data processing machines (Laptops),1,170.5063,-0.7912,-0.4248,-0.6369,-0.6369,-0.7809,542876657.02,376005634.7,0.0011,-0.0048,0,159067534.12,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202409,IND,BRA,847130,Export,83257403.69,325014.87,325014.87,kg,Portable automatic data processing machines (Laptops),1,256.1649,-0.4766,0.5024,-0.6516,-0.6516,-0.6123,559663417.88,346930438.84,0.0007,-0.0004,0,83257403.69,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202410,IND,BRA,847130,Export,185911321.55,951430.44,951430.44,kg,Portable automatic data processing machines (Laptops),1,195.4019,1.233,-0.2372,1.9273,1.9273,-0.1115,334666282.53,371737043.17,0.0016,0.0009,0,185911321.55,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202411,IND,BRA,847130,Export,387365923.17,1742523.78,1742523.78,kg,Portable automatic data processing machines (Laptops),1,222.3017,1.0836,0.1377,0.8315,0.8315,0.5261,142745419.79,53237818.09,0.0039,0.0023,0,387365923.17,1.0,0.0,0,VOLUME_SURGE,1,RULE_BASED_HEURISTIC
202412,IND,BRA,847130,Export,476521385.26,1760582.13,1760582.13,kg,Portable automatic data processing machines (Laptops),1,270.6613,0.2302,0.2175,0.0104,0.0104,3.8875,218844882.8,154706051.91,0.0042,0.0003,0,476521385.26,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202501,IND,BRA,847130,Export,401526957.67,2127010.46,2127010.46,kg,Portable automatic data processing machines (Laptops),1,188.7753,-0.1574,-0.3025,0.2081,0.2081,-0.1095,349932876.66,148877389.19,0.0028,-0.0014,0,401526957.67,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202502,IND,BRA,847130,Export,15896041.59,97612.74,97612.74,kg,Portable automatic data processing machines (Laptops),1,162.848,-0.9604,-0.1373,-0.9541,-0.9541,-0.942,421804755.37,47912064.4,0.0001,-0.0027,0,15896041.59,1.0,0.0,0,UNEXPECTED_COLLAPSE,1,RULE_BASED_HEURISTIC
202503,IND,BRA,847130,Export,340849683.5,2202172.27,2202172.27,kg,Portable automatic data processing machines (Laptops),1,154.7788,20.4424,-0.0496,21.5603,21.5603,2.9916,297981461.51,247154160.68,0.0027,0.0026,0,340849683.5,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202504,IND,BRA,847130,Export,405186327.05,2279636.38,2279636.38,kg,Portable automatic data processing machines (Laptops),1,177.7416,0.1888,0.1484,0.0352,0.0352,3.7965,252757560.92,207359512.45,0.0038,0.0011,0,405186327.05,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202505,IND,BRA,847130,Export,393272989.98,1707364.09,1707364.09,kg,Portable automatic data processing machines (Laptops),1,230.3393,-0.0294,0.2959,-0.251,-0.251,2.6177,253977350.71,208678780.05,0.0037,-0.0001,0,393272989.98,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
202506,IND,BRA,847130,Export,50155707.04,190189.99,190189.99,kg,Portable automatic data processing machines (Laptops),1,263.7137,-0.8725,0.1449,-0.8886,-0.8886,-0.9339,379769666.84,34227996.25,0.0004,-0.0033,0,50155707.04,1.0,0.0,0,NORMAL,0,RULE_BASED_HEURISTIC
