exporter_id,company_name,reporter_iso3,partner_iso3,hs6,export_value_india_to_partner,import_value_partner_to_india,trade_growth,trade_share,product_overlap_score,partner_concentration,tariff_rate,entity_verified,entity_status,parent_lei,sanctions_match_flag,country_gdp,country_gdp_per_capita,country_gdp_growth,country_inflation
EXP-IND-0114,GENERAL_TRADE_COUNTERPARTY,IND,WLD,100630,1202282533.25,1159750551.31,0.065,0.1134628357159942,0.88,0.0129,10.0,0,UNREGISTERED,,0,,,,
EXP-IND-0115,GENERAL_TRADE_COUNTERPARTY,IND,WLD,271019,791220194.89,770012861.47,0.065,0.1143488117162312,0.88,0.0131,5.0,0,UNREGISTERED,,0,,,,
EXP-IND-0116,GENERAL_TRADE_COUNTERPARTY,IND,WLD,300490,10574717283.15,10201903113.99,0.065,0.1156046169530206,0.88,0.0134,5.0,0,UNREGISTERED,,0,,,,
EXP-IND-0117,GENERAL_TRADE_COUNTERPARTY,IND,WLD,520512,3353368819.69,3563623248.8,0.065,0.1156630922651465,0.88,0.0134,7.5,0,UNREGISTERED,,0,,,,
EXP-IND-0118,GENERAL_TRADE_COUNTERPARTY,IND,WLD,711319,42323215957256.82,41737753374798.34,0.065,0.1172429204647659,0.88,0.0137,12.5,0,UNREGISTERED,,0,,,,
EXP-IND-0119,GENERAL_TRADE_COUNTERPARTY,IND,WLD,847130,184096163075.81,183262957662.56,0.065,0.1117756464463801,0.88,0.0125,0.0,0,UNREGISTERED,,0,,,,
EXP-IND-0120,GENERAL_TRADE_COUNTERPARTY,IND,WLD,851712,27629056279.52,27700208644.37,0.065,0.1120952158853314,0.88,0.0126,0.0,0,UNREGISTERED,,0,,,,
EXP-IND-0121,GENERAL_TRADE_COUNTERPARTY,IND,ZAF,90411,437883272.18,538451146.52,0.065,0.0112524637776694,0.88,0.0001,15.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0122,GENERAL_TRADE_COUNTERPARTY,IND,ZAF,100630,115525262.56,127796729.57,0.065,0.0116882373069204,0.88,0.0001,10.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0123,GENERAL_TRADE_COUNTERPARTY,IND,ZAF,271019,81185660.76,81619513.48,0.065,0.011924278787052,0.88,0.0001,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0124,GENERAL_TRADE_COUNTERPARTY,IND,ZAF,300490,1029111128.98,1063656096.07,0.065,0.0116445094918827,0.88,0.0001,5.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0125,GENERAL_TRADE_COUNTERPARTY,IND,ZAF,520512,298589470.27,333154835.82,0.065,0.0105637680714038,0.88,0.0001,7.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0126,GENERAL_TRADE_COUNTERPARTY,IND,ZAF,711319,4524282341820.14,4241981438690.67,0.065,0.0122266299729625,0.88,0.0001,12.5,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0127,GENERAL_TRADE_COUNTERPARTY,IND,ZAF,847130,20476488444.34,24085425632.49,0.065,0.0135587670800559,0.88,0.0002,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
EXP-IND-0128,GENERAL_TRADE_COUNTERPARTY,IND,ZAF,851712,2529450460.9,2878754936.52,0.065,0.0109568408763415,0.88,0.0001,0.0,0,UNREGISTERED,,0,652386591914.62,15657.28,3.4,3.0
